Y,M,D,Q (cms)
2004,4,14,69.379
2004,4,15,63.715
2004,4,16,56.919
2004,4,17,52.105
2004,4,18,47.574
2004,4,19,44.176
2004,4,20,42.477
2004,4,21,40.211
2004,4,22,38.229
2004,4,23,36.813
2004,4,24,37.096
2004,4,25,38.229
2004,4,26,40.778
2004,4,27,47.291
2004,4,28,56.919
2004,4,29,54.937
2004,4,30,51.539
2004,5,1,52.105
2004,5,2,58.052
2004,5,3,68.812
2004,5,4,82.405
2004,5,5,96.281
2004,5,6,96.564
2004,5,7,90.051
2004,5,8,85.237
2004,5,9,78.724
2004,5,10,72.494
2004,5,11,71.078
2004,5,12,61.167
2004,5,13,54.937
2004,5,14,49.839
2004,5,15,46.441
2004,5,16,49.556
2004,5,17,48.14
2004,5,18,53.804
2004,5,19,59.184
2004,5,20,57.202
2004,5,21,58.335
2004,5,22,61.167
2004,5,23,60.317
2004,5,24,57.485
2004,5,25,54.37
2004,5,26,52.105
2004,5,27,54.937
2004,5,28,83.538
2004,5,29,94.015
2004,5,30,83.538
2004,5,31,75.892
2004,6,1,70.795
2004,6,2,70.795
2004,6,3,75.326
2004,6,4,88.069
2004,6,5,97.13
2004,6,6,99.396
2004,6,7,82.971
2004,6,8,72.494
2004,6,9,70.512
2004,6,10,66.83
2004,6,11,62.016
2004,6,12,56.069
2004,6,13,53.238
2004,6,14,53.521
2004,6,15,54.37
2004,6,16,53.521
2004,6,17,51.539
2004,6,18,49.556
2004,6,19,48.707
2004,6,20,48.424
2004,6,21,46.158
2004,6,22,45.025
2004,6,23,45.309
2004,6,24,44.742
2004,6,25,44.742
2004,6,26,43.893
2004,6,27,43.61
2004,6,28,41.91
2004,6,29,40.495
2004,6,30,41.344
2004,7,1,39.645
2004,7,2,36.247
2004,7,3,32.849
2004,7,4,30.866
2004,7,5,28.601
2004,7,6,26.732
2004,7,7,25.345
2004,7,8,23.985
2004,7,9,22.768
2004,7,10,21.975
2004,7,11,20.7
2004,7,12,19.823
2004,7,13,18.973
2004,7,14,18.067
2004,7,15,17.529
2004,7,16,18.35
2004,7,17,17.472
2004,7,18,17.982
2004,7,19,19.709
2004,7,20,19.624
2004,7,21,17.897
2004,7,22,16.849
2004,7,23,16.254
2004,7,24,15.83
2004,7,25,15.49
2004,7,26,15.49
2004,7,27,15.15
2004,7,28,14.555
2004,7,29,14.102
2004,7,30,13.762
2004,7,31,13.451
2004,8,1,13.111
2004,8,2,12.856
2004,8,3,13.253
2004,8,4,12.8
2004,8,5,12.432
2004,8,6,12.092
2004,8,7,12.007
2004,8,8,11.865
2004,8,9,11.695
2004,8,10,11.384
2004,8,11,11.157
2004,8,12,10.987
2004,8,13,10.761
2004,8,14,10.563
2004,8,15,10.732
2004,8,16,11.299
2004,8,17,12.8
2004,8,18,14.555
2004,8,19,12.856
2004,8,20,11.95
2004,8,21,11.554
2004,8,22,11.639
2004,8,23,13.536
2004,8,24,13.961
2004,8,25,14.102
2004,8,26,15.263
2004,8,27,13.762
2004,8,28,12.771
2004,8,29,12.092
2004,8,30,11.667
2004,8,31,11.299
2004,9,1,10.817
2004,9,2,10.563
2004,9,3,10.619
2004,9,4,10.619
2004,9,5,10.591
2004,9,6,10.421
2004,9,7,10.279
2004,9,8,10.166
2004,9,9,9.883
2004,9,10,9.855
2004,9,11,9.628
2004,9,12,10.109
2004,9,13,13.309
2004,9,14,13.451
2004,9,15,12.913
2004,9,16,13.366
2004,9,17,12.488
2004,9,18,11.865
2004,9,19,14.725
2004,9,20,13.847
2004,9,21,13.196
2004,9,22,12.715
2004,9,23,12.403
2004,9,24,12.12
2004,9,25,11.809
2004,9,26,11.554
2004,9,27,11.355
2004,9,28,11.214
2004,9,29,11.101
2004,9,30,11.384
2004,10,1,11.129
2004,10,2,10.987
2004,10,3,10.846
2004,10,4,10.732
2004,10,5,10.648
2004,10,6,10.534
2004,10,7,10.534
2004,10,8,10.421
2004,10,9,10.364
2004,10,10,10.364
2004,10,11,10.449
2004,10,12,10.364
2004,10,13,10.223
2004,10,14,10.251
2004,10,15,10.251
2004,10,16,10.223
2004,10,17,10.308
2004,10,18,13.224
2004,10,19,12.658
2004,10,20,12.432
2004,10,21,12.007
2004,10,22,11.469
2004,10,23,12.063
2004,10,24,12.8
2004,10,25,11.639
2004,10,26,11.412
2004,10,27,11.724
2004,10,28,12.885
2004,10,29,14.725
2004,10,30,13.621
2004,10,31,13.309
2004,11,1,11.837
2004,11,2,12.205
2004,11,3,13.139
2004,11,4,13.139
2004,11,5,12.658
2004,11,6,12.573
2004,11,7,12.347
2004,11,8,12.233
2004,11,9,12.545
2004,11,10,12.488
2004,11,11,12.743
2004,11,12,12.856
2004,11,13,12.488
2004,11,14,12.12
2004,11,15,11.78
2004,11,16,11.667
2004,11,17,11.554
2004,11,18,11.186
2004,11,19,11.016
2004,11,20,9.996
2004,11,21,8.694
2004,11,22,9.203
2004,11,23,11.355
2004,11,24,11.186
2004,11,25,11.667
2004,11,26,11.497
2004,11,27,10.308
2004,11,28,9.232
2004,11,29,6.287
2004,11,30,6.088
2004,12,1,7.363
2004,12,2,6.796
2004,12,3,7.929
2004,12,4,8.92
2004,12,5,8.269
2004,12,6,10.563
2004,12,7,11.582
2004,12,8,12.092
2004,12,9,12.375
2004,12,10,13.281
2004,12,11,14.725
2004,12,12,13.706
2004,12,13,13.451
2004,12,14,13.168
2004,12,15,12.856
2004,12,16,11.809
2004,12,17,10.987
2004,12,18,11.186
2004,12,19,10.336
2004,12,20,11.186
2004,12,21,9.911
2004,12,22,8.892
2004,12,23,8.637
2004,12,24,7.589
2004,12,25,10.336
2004,12,26,11.384
2004,12,27,11.695
2004,12,28,10.506
2004,12,29,11.695
2004,12,30,11.724
2004,12,31,10.931
2005,1,1,10.563
2005,1,2,9.656
2005,1,3,8.892
2005,1,4,7.363
2005,1,5,6.796
2005,1,6,9.062
2005,1,7,10.194
2005,1,8,10.761
2005,1,9,10.817
2005,1,10,9.685
2005,1,11,9.118
2005,1,12,8.722
2005,1,13,9.628
2005,1,14,8.212
2005,1,15,6.796
2005,1,16,9.062
2005,1,17,11.327
2005,1,18,11.384
2005,1,19,12.035
2005,1,20,11.809
2005,1,21,11.582
2005,1,22,11.639
2005,1,23,11.695
2005,1,24,11.695
2005,1,25,12.148
2005,1,26,12.8
2005,1,27,12.828
2005,1,28,12.8
2005,1,29,13.111
2005,1,30,12.63
2005,1,31,11.95
2005,2,1,11.525
2005,2,2,11.072
2005,2,3,11.497
2005,2,4,11.61
2005,2,5,12.12
2005,2,6,10.591
2005,2,7,11.695
2005,2,8,10.393
2005,2,9,9.571
2005,2,10,9.996
2005,2,11,9.656
2005,2,12,12.12
2005,2,13,11.865
2005,2,14,11.214
2005,2,15,8.495
2005,2,16,7.363
2005,2,17,8.524
2005,2,18,10.279
2005,2,19,12.658
2005,2,20,11.837
2005,2,21,11.271
2005,2,22,10.732
2005,2,23,10.534
2005,2,24,10.761
2005,2,25,11.214
2005,2,26,11.667
2005,2,27,12.12
2005,2,28,12.771
2005,3,1,12.743
2005,3,2,12.63
2005,3,3,12.743
2005,3,4,12.743
2005,3,5,12.856
2005,3,6,13.621
2005,3,7,14.244
2005,3,8,15.433
2005,3,9,16.991
2005,3,10,18.86
2005,3,11,20.191
2005,3,12,21.21
2005,3,13,20.899
2005,3,14,18.463
2005,3,15,17.755
2005,3,16,16.764
2005,3,17,16.056
2005,3,18,14.697
2005,3,19,14.98
2005,3,20,16.906
2005,3,21,17.246
2005,3,22,16.311
2005,3,23,17.217
2005,3,24,18.378
2005,3,25,16.877
2005,3,26,15.15
2005,3,27,16.821
2005,3,28,26.081
2005,3,29,29.734
2005,3,30,26.081
2005,3,31,22.258
2005,4,1,23.136
2005,4,2,23.164
2005,4,3,25.316
2005,4,4,26.449
2005,4,5,25.005
2005,4,6,24.325
2005,4,7,31.716
2005,4,8,39.645
2005,4,9,36.813
2005,4,10,33.132
2005,4,11,32.566
2005,4,12,31.999
2005,4,13,34.548
2005,4,14,34.265
2005,4,15,31.433
2005,4,16,31.15
2005,4,17,35.681
2005,4,18,37.38
2005,4,19,35.397
2005,4,20,34.548
2005,4,21,36.247
2005,4,22,35.964
2005,4,23,39.928
2005,4,24,45.309
2005,4,25,46.158
2005,4,26,55.786
2005,4,27,62.866
2005,4,28,65.414
2005,4,29,61.45
2005,4,30,55.503
2005,5,1,50.689
2005,5,2,48.424
2005,5,3,48.707
2005,5,4,50.406
2005,5,5,50.972
2005,5,6,65.131
2005,5,7,73.06
2005,5,8,72.494
2005,5,9,76.175
2005,5,10,76.741
2005,5,11,69.945
2005,5,12,64.282
2005,5,13,60.317
2005,5,14,58.901
2005,5,15,64.848
2005,5,16,94.865
2005,5,17,125.165
2005,5,18,111.006
2005,5,19,161.129
2005,5,20,173.872
2005,5,21,142.156
2005,5,22,121.484
2005,5,23,119.501
2005,5,24,108.174
2005,5,25,99.962
2005,5,26,92.316
2005,5,27,92.883
2005,5,28,97.697
2005,5,29,103.36
2005,5,30,92.883
2005,5,31,86.086
2005,6,1,99.113
2005,6,2,82.971
2005,6,3,70.795
2005,6,4,64.282
2005,6,5,63.432
2005,6,6,62.866
2005,6,7,57.485
2005,6,8,53.804
2005,6,9,49.839
2005,6,10,46.441
2005,6,11,45.025
2005,6,12,46.441
2005,6,13,43.326
2005,6,14,43.326
2005,6,15,46.725
2005,6,16,51.255
2005,6,17,54.654
2005,6,18,50.406
2005,6,19,45.025
2005,6,20,43.043
2005,6,21,45.875
2005,6,22,48.14
2005,6,23,46.725
2005,6,24,43.326
2005,6,25,40.778
2005,6,26,39.645
2005,6,27,39.079
2005,6,28,41.91
2005,6,29,38.795
2005,6,30,35.114
2005,7,1,32.849
2005,7,2,31.433
2005,7,3,29.734
2005,7,4,28.261
2005,7,5,26.704
2005,7,6,25.486
2005,7,7,24.495
2005,7,8,23.617
2005,7,9,22.881
2005,7,10,23.447
2005,7,11,22.598
2005,7,12,20.785
2005,7,13,19.568
2005,7,14,18.661
2005,7,15,17.982
2005,7,16,16.991
2005,7,17,16.254
2005,7,18,15.858
2005,7,19,15.235
2005,7,20,14.64
2005,7,21,14.074
2005,7,22,13.791
2005,7,23,13.423
2005,7,24,12.97
2005,7,25,12.686
2005,7,26,12.488
2005,7,27,12.318
2005,7,28,12.063
2005,7,29,11.978
2005,7,30,11.95
2005,7,31,12.601
2005,8,1,11.978
2005,8,2,11.809
2005,8,3,11.384
2005,8,4,11.129
2005,8,5,10.846
2005,8,6,10.619
2005,8,7,10.506
2005,8,8,10.421
2005,8,9,10.421
2005,8,10,10.308
2005,8,11,9.94
2005,8,12,9.855
2005,8,13,9.798
2005,8,14,9.826
2005,8,15,9.741
2005,8,16,9.571
2005,8,17,9.656
2005,8,18,9.6
2005,8,19,9.486
2005,8,20,9.345
2005,8,21,9.147
2005,8,22,9.147
2005,8,23,9.09
2005,8,24,8.977
2005,8,25,8.977
2005,8,26,8.92
2005,8,27,8.807
2005,8,28,8.665
2005,8,29,8.58
2005,8,30,8.524
2005,8,31,8.694
2005,9,1,8.722
2005,9,2,8.58
2005,9,3,8.495
2005,9,4,8.297
2005,9,5,8.354
2005,9,6,8.41
2005,9,7,8.325
2005,9,8,8.269
2005,9,9,8.212
2005,9,10,8.609
2005,9,11,9.062
2005,9,12,9.005
2005,9,13,9.033
2005,9,14,8.92
2005,9,15,8.807
2005,9,16,8.694
2005,9,17,9.26
2005,9,18,9.713
2005,9,19,9.26
2005,9,20,8.977
2005,9,21,8.779
2005,9,22,8.75
2005,9,23,8.694
2005,9,24,9.175
2005,9,25,9.713
2005,9,26,9.288
2005,9,27,9.062
2005,9,28,8.863
2005,9,29,8.807
2005,9,30,8.779
2005,10,1,8.722
2005,10,2,9.317
2005,10,3,9.515
2005,10,4,9.656
2005,10,5,9.317
2005,10,6,9.26
2005,10,7,9.232
2005,10,8,9.515
2005,10,9,9.713
2005,10,10,9.43
2005,10,11,9.373
2005,10,12,9.543
2005,10,13,9.373
2005,10,14,9.232
2005,10,15,9.147
2005,10,16,9.062
2005,10,17,9.062
2005,10,18,9.062
2005,10,19,9.062
2005,10,20,9.033
2005,10,21,9.033
2005,10,22,9.033
2005,10,23,9.033
2005,10,24,9.005
2005,10,25,8.92
2005,10,26,8.892
2005,10,27,9.855
2005,10,28,11.582
2005,10,29,10.336
2005,10,30,9.883
2005,10,31,9.6
2005,11,1,9.685
2005,11,2,9.713
2005,11,3,10.223
2005,11,4,11.016
2005,11,5,10.874
2005,11,6,12.828
2005,11,7,13.904
2005,11,8,15.405
2005,11,9,12.941
2005,11,10,11.695
2005,11,11,12.063
2005,11,12,11.978
2005,11,13,11.497
2005,11,14,12.885
2005,11,15,10.817
2005,11,16,10.902
2005,11,17,11.469
2005,11,18,10.534
2005,11,19,10.534
2005,11,20,10.449
2005,11,21,10.336
2005,11,22,10.336
2005,11,23,10.166
2005,11,24,9.968
2005,11,25,11.242
2005,11,26,13.139
2005,11,27,10.761
2005,11,28,8.92
2005,11,29,9.996
2005,11,30,11.61
2005,12,1,11.242
2005,12,2,13.394
2005,12,3,12.771
2005,12,4,11.327
2005,12,5,9.628
2005,12,6,10.194
2005,12,7,8.495
2005,12,8,6.796
2005,12,9,7.363
2005,12,10,7.929
2005,12,11,7.929
2005,12,12,8.495
2005,12,13,9.062
2005,12,14,9.062
2005,12,15,9.062
2005,12,16,9.062
2005,12,17,9.062
2005,12,18,8.779
2005,12,19,9.628
2005,12,20,12.46
2005,12,21,15.745
2005,12,22,41.061
2005,12,23,54.37
2005,12,24,33.132
2005,12,25,26.336
2005,12,26,27.298
2005,12,27,30.583
2005,12,28,33.132
2005,12,29,56.636
2005,12,30,40.495
2005,12,31,42.194
2006,1,1,50.972
2006,1,2,40.778
2006,1,3,33.698
2006,1,4,29.451
2006,1,5,24.948
2006,1,6,23.872
2006,1,7,22.824
2006,1,8,21.663
2006,1,9,18.067
2006,1,10,20.077
2006,1,11,21.805
2006,1,12,21.691
2006,1,13,20.474
2006,1,14,20.672
2006,1,15,21.522
2006,1,16,17.444
2006,1,17,20.587
2006,1,18,20.304
2006,1,19,19.284
2006,1,20,18.605
2006,1,21,18.038
2006,1,22,15.348
2006,1,23,16.339
2006,1,24,15.433
2006,1,25,14.725
2006,1,26,16.198
2006,1,27,17.359
2006,1,28,16.509
2006,1,29,15.915
2006,1,30,17.246
2006,1,31,18.237
2006,2,1,17.84
2006,2,2,16.906
2006,2,3,16.821
2006,2,4,16.764
2006,2,5,16.538
2006,2,6,14.159
2006,2,7,14.159
2006,2,8,14.725
2006,2,9,15.292
2006,2,10,14.159
2006,2,11,13.593
2006,2,12,14.159
2006,2,13,14.159
2006,2,14,14.159
2006,2,15,13.593
2006,2,16,13.026
2006,2,17,12.46
2006,2,18,12.46
2006,2,19,12.46
2006,2,20,13.026
2006,2,21,14.159
2006,2,22,15.858
2006,2,23,15.688
2006,2,24,15.745
2006,2,25,14.952
2006,2,26,15.263
2006,2,27,17.897
2006,2,28,34.265
2006,3,1,44.459
2006,3,2,38.795
2006,3,3,36.813
2006,3,4,35.681
2006,3,5,32.282
2006,3,6,30.866
2006,3,7,30.017
2006,3,8,28.601
2006,3,9,28.261
2006,3,10,25.996
2006,3,11,25.571
2006,3,12,23.051
2006,3,13,23.277
2006,3,14,22.937
2006,3,15,21.975
2006,3,16,21.04
2006,3,17,21.153
2006,3,18,20.842
2006,3,19,20.955
2006,3,20,22.031
2006,3,21,22.569
2006,3,22,22.314
2006,3,23,22.768
2006,3,24,24.212
2006,3,25,28.006
2006,3,26,36.247
2006,3,27,34.265
2006,3,28,35.681
2006,3,29,39.079
2006,3,30,41.91
2006,3,31,46.441
2006,4,1,49.839
2006,4,2,45.592
2006,4,3,42.76
2006,4,4,56.636
2006,4,5,116.103
2006,4,6,119.785
2006,4,7,98.829
2006,4,8,98.829
2006,4,9,95.431
2006,4,10,88.352
2006,4,11,83.255
2006,4,12,79.573
2006,4,13,86.936
2006,4,14,109.024
2006,4,15,126.298
2006,4,16,130.545
2006,4,17,112.422
2006,4,18,93.732
2006,4,19,83.821
2006,4,20,82.688
2006,4,21,91.75
2006,4,22,107.891
2006,4,23,140.74
2006,4,24,165.376
2006,4,25,139.607
2006,4,26,123.466
2006,4,27,126.581
2006,4,28,143.855
2006,4,29,161.978
2006,4,30,205.305
2006,5,1,205.588
2006,5,2,186.048
2006,5,3,157.164
2006,5,4,139.89
2006,5,5,127.714
2006,5,6,129.413
2006,5,7,129.13
2006,5,8,123.466
2006,5,9,119.501
2006,5,10,112.988
2006,5,11,114.404
2006,5,12,128.846
2006,5,13,145.271
2006,5,14,156.315
2006,5,15,180.385
2006,5,16,212.101
2006,5,17,239.286
2006,5,18,257.41
2006,5,19,269.586
2006,5,20,294.506
2006,5,21,280.63
2006,5,22,229.658
2006,5,23,213.517
2006,5,24,178.119
2006,5,25,161.129
2006,5,26,154.332
2006,5,27,131.112
2006,5,28,111.289
2006,5,29,97.414
2006,5,30,86.37
2006,5,31,78.157
2006,6,1,76.741
2006,6,2,92.033
2006,6,3,122.05
2006,6,4,127.714
2006,6,5,133.944
2006,6,6,132.244
2006,6,7,144.704
2006,6,8,153.766
2006,6,9,141.589
2006,6,10,115.82
2006,6,11,102.511
2006,6,12,101.661
2006,6,13,111.572
2006,6,14,117.519
2006,6,15,95.148
2006,6,16,81.272
2006,6,17,79.29
2006,6,18,79.856
2006,6,19,76.741
2006,6,20,75.609
2006,6,21,70.795
2006,6,22,67.113
2006,6,23,64.565
2006,6,24,63.715
2006,6,25,62.583
2006,6,26,62.866
2006,6,27,62.299
2006,6,28,59.184
2006,6,29,57.768
2006,6,30,54.37
2006,7,1,50.689
2006,7,2,47.574
2006,7,3,46.158
2006,7,4,42.76
2006,7,5,40.495
2006,7,6,38.795
2006,7,7,36.813
2006,7,8,33.132
2006,7,9,30.3
2006,7,10,28.884
2006,7,11,27.553
2006,7,12,26.704
2006,7,13,26.166
2006,7,14,24.608
2006,7,15,23.419
2006,7,16,22.484
2006,7,17,21.72
2006,7,18,20.899
2006,7,19,20.162
2006,7,20,19.483
2006,7,21,18.69
2006,7,22,18.095
2006,7,23,17.614
2006,7,24,17.047
2006,7,25,16.679
2006,7,26,16.283
2006,7,27,15.716
2006,7,28,15.292
2006,7,29,14.867
2006,7,30,14.527
2006,7,31,14.385
2006,8,1,14.216
2006,8,2,13.989
2006,8,3,13.762
2006,8,4,13.451
2006,8,5,13.281
2006,8,6,12.913
2006,8,7,12.743
2006,8,8,12.403
2006,8,9,12.233
2006,8,10,12.262
2006,8,11,11.978
2006,8,12,11.978
2006,8,13,11.894
2006,8,14,11.752
2006,8,15,11.497
2006,8,16,11.412
2006,8,17,11.299
2006,8,18,11.327
2006,8,19,11.214
2006,8,20,10.959
2006,8,21,10.761
2006,8,22,10.619
2006,8,23,10.421
2006,8,24,10.364
2006,8,25,10.619
2006,8,26,10.676
2006,8,27,10.648
2006,8,28,10.421
2006,8,29,10.194
2006,8,30,10.025
2006,8,31,10.166
2006,9,1,10.251
2006,9,2,10.223
2006,9,3,10.053
2006,9,4,9.94
2006,9,5,9.855
2006,9,6,9.968
2006,9,7,10.166
2006,9,8,10.563
2006,9,9,10.648
2006,9,10,10.506
2006,9,11,10.138
2006,9,12,9.911
2006,9,13,9.741
2006,9,14,9.713
2006,9,15,10.081
2006,9,16,10.308
2006,9,17,10.732
2006,9,18,10.563
2006,9,19,10.478
2006,9,20,11.271
2006,9,21,11.582
2006,9,22,12.092
2006,9,23,11.157
2006,9,24,10.817
2006,9,25,10.591
2006,9,26,10.393
2006,9,27,10.279
2006,9,28,10.166
2006,9,29,10.081
2006,9,30,10.025
2006,10,1,9.94
2006,10,2,9.911
2006,10,3,10.025
2006,10,4,10.279
2006,10,5,11.072
2006,10,6,10.761
2006,10,7,11.865
2006,10,8,12.007
2006,10,9,11.186
2006,10,10,11.072
2006,10,11,10.676
2006,10,12,10.506
2006,10,13,10.421
2006,10,14,10.336
2006,10,15,10.308
2006,10,16,11.752
2006,10,17,11.469
2006,10,18,10.789
2006,10,19,10.619
2006,10,20,11.299
2006,10,21,11.016
2006,10,22,10.648
2006,10,23,10.506
2006,10,24,10.449
2006,10,25,10.591
2006,10,26,10.393
2006,10,27,10.279
2006,10,28,10.223
2006,10,29,10.138
2006,10,30,10.053
2006,10,31,8.948
2006,11,1,8.325
2006,11,2,9.543
2006,11,3,12.658
2006,11,4,13.139
2006,11,5,14.839
2006,11,6,20.021
2006,11,7,21.04
2006,11,8,31.716
2006,11,9,31.999
2006,11,10,23.107
2006,11,11,21.012
2006,11,12,18.265
2006,11,13,18.322
2006,11,14,18.945
2006,11,15,15.32
2006,11,16,17.897
2006,11,17,18.633
2006,11,18,16.566
2006,11,19,15.631
2006,11,20,15.66
2006,11,21,26.081
2006,11,22,34.265
2006,11,23,25.429
2006,11,24,20.757
2006,11,25,19.653
2006,11,26,17.84
2006,11,27,17.812
2006,11,28,15.518
2006,11,29,11.129
2006,11,30,10.902
2006,12,1,14.612
2006,12,2,12.46
2006,12,3,10.648
2006,12,4,10.194
2006,12,5,10.761
2006,12,6,11.894
2006,12,7,12.743
2006,12,8,12.46
2006,12,9,13.847
2006,12,10,15.008
2006,12,11,14.555
2006,12,12,14.159
2006,12,13,16.651
2006,12,14,21.748
2006,12,15,27.327
2006,12,16,23.872
2006,12,17,14.81
2006,12,18,11.327
2006,12,19,11.61
2006,12,20,11.894
2006,12,21,14.924
2006,12,22,18.322
2006,12,23,15.83
2006,12,24,14.754
2006,12,25,15.348
2006,12,26,17.387
2006,12,27,18.293
2006,12,28,16.594
2006,12,29,12.517
2006,12,30,11.214
2006,12,31,13.762
2007,1,1,13.819
2007,1,2,14.64
2007,1,3,15.292
2007,1,4,15.433
2007,1,5,13.649
2007,1,6,12.432
2007,1,7,11.242
2007,1,8,14.187
2007,1,9,13.564
2007,1,10,13.083
2007,1,11,11.78
2007,1,12,8.014
2007,1,13,7.136
2007,1,14,7.929
2007,1,15,9.062
2007,1,16,9.628
2007,1,17,10.194
2007,1,18,10.194
2007,1,19,10.478
2007,1,20,10.761
2007,1,21,10.761
2007,1,22,11.044
2007,1,23,11.894
2007,1,24,11.894
2007,1,25,11.894
2007,1,26,11.327
2007,1,27,11.327
2007,1,28,11.327
2007,1,29,11.327
2007,1,30,11.894
2007,1,31,12.46
2007,2,1,12.177
2007,2,2,11.894
2007,2,3,11.894
2007,2,4,12.177
2007,2,5,13.026
2007,2,6,13.593
2007,2,7,14.442
2007,2,8,15.178
2007,2,9,15.915
2007,2,10,15.943
2007,2,11,18.322
2007,2,12,20.134
2007,2,13,18.718
2007,2,14,17.076
2007,2,15,17.047
2007,2,16,20.021
2007,2,17,19.851
2007,2,18,19.794
2007,2,19,19.256
2007,2,20,18.18
2007,2,21,17.954
2007,2,22,17.274
2007,2,23,18.633
2007,2,24,15.745
2007,2,25,17.189
2007,2,26,16.283
2007,2,27,15.801
2007,2,28,14.47
2007,3,1,15.292
2007,3,2,13.564
2007,3,3,14.102
2007,3,4,14.725
2007,3,5,14.924
2007,3,6,17.161
2007,3,7,21.663
2007,3,8,28.601
2007,3,9,30.3
2007,3,10,28.884
2007,3,11,29.451
2007,3,12,34.265
2007,3,13,48.424
2007,3,14,60.034
2007,3,15,51.539
2007,3,16,45.309
2007,3,17,47.574
2007,3,18,56.636
2007,3,19,62.583
2007,3,20,67.113
2007,3,21,61.733
2007,3,22,54.654
2007,3,23,51.255
2007,3,24,53.804
2007,3,25,58.335
2007,3,26,61.167
2007,3,27,65.981
2007,3,28,60.883
2007,3,29,55.503
2007,3,30,52.388
2007,3,31,50.972
2007,4,1,51.255
2007,4,2,49.839
2007,4,3,45.875
2007,4,4,44.176
2007,4,5,43.893
2007,4,6,49.273
2007,4,7,58.335
2007,4,8,69.379
2007,4,9,73.343
2007,4,10,69.945
2007,4,11,62.583
2007,4,12,56.919
2007,4,13,51.822
2007,4,14,48.99
2007,4,15,48.14
2007,4,16,47.574
2007,4,17,49.839
2007,4,18,53.238
2007,4,19,51.255
2007,4,20,48.14
2007,4,21,45.592
2007,4,22,44.742
2007,4,23,45.592
2007,4,24,47.291
2007,4,25,50.689
2007,4,26,55.503
2007,4,27,60.034
2007,4,28,68.246
2007,4,29,82.971
2007,4,30,91.184
2007,5,1,94.865
2007,5,2,100.528
2007,5,3,95.998
2007,5,4,82.971
2007,5,5,73.06
2007,5,6,66.264
2007,5,7,61.733
2007,5,8,62.866
2007,5,9,69.379
2007,5,10,78.157
2007,5,11,86.653
2007,5,12,93.732
2007,5,13,101.378
2007,5,14,95.431
2007,5,15,87.502
2007,5,16,84.67
2007,5,17,83.821
2007,5,18,85.803
2007,5,19,88.352
2007,5,20,89.484
2007,5,21,81.839
2007,5,22,72.494
2007,5,23,63.715
2007,5,24,56.353
2007,5,25,51.255
2007,5,26,48.99
2007,5,27,50.689
2007,5,28,56.636
2007,5,29,55.786
2007,5,30,52.954
2007,5,31,53.238
2007,6,1,54.654
2007,6,2,57.202
2007,6,3,56.919
2007,6,4,60.034
2007,6,5,60.6
2007,6,6,55.503
2007,6,7,48.99
2007,6,8,42.76
2007,6,9,39.079
2007,6,10,41.627
2007,6,11,61.733
2007,6,12,50.123
2007,6,13,44.176
2007,6,14,41.344
2007,6,15,40.211
2007,6,16,38.512
2007,6,17,37.096
2007,6,18,34.831
2007,6,19,32.282
2007,6,20,30.3
2007,6,21,29.451
2007,6,22,28.318
2007,6,23,27.015
2007,6,24,25.826
2007,6,25,24.637
2007,6,26,23.447
2007,6,27,22.173
2007,6,28,21.012
2007,6,29,20.191
2007,6,30,19.653
2007,7,1,18.577
2007,7,2,17.925
2007,7,3,17.585
2007,7,4,16.651
2007,7,5,15.886
2007,7,6,15.32
2007,7,7,15.207
2007,7,8,14.499
2007,7,9,13.847
2007,7,10,13.451
2007,7,11,13.026
2007,7,12,12.658
2007,7,13,12.63
2007,7,14,12.177
2007,7,15,11.752
2007,7,16,11.752
2007,7,17,11.78
2007,7,18,11.809
2007,7,19,11.072
2007,7,20,10.846
2007,7,21,10.506
2007,7,22,10.251
2007,7,23,10.025
2007,7,24,10.279
2007,7,25,10.648
2007,7,26,11.384
2007,7,27,11.157
2007,7,28,10.109
2007,7,29,9.628
2007,7,30,9.458
2007,7,31,9.373
2007,8,1,9.062
2007,8,2,8.863
2007,8,3,9.147
2007,8,4,8.807
2007,8,5,8.637
2007,8,6,8.807
2007,8,7,8.637
2007,8,8,8.524
2007,8,9,8.467
2007,8,10,8.297
2007,8,11,8.212
2007,8,12,8.099
2007,8,13,7.929
2007,8,14,7.844
2007,8,15,7.929
2007,8,16,7.872
2007,8,17,7.731
2007,8,18,7.618
2007,8,19,7.589
2007,8,20,7.957
2007,8,21,8.297
2007,8,22,8.241
2007,8,23,7.957
2007,8,24,7.816
2007,8,25,7.674
2007,8,26,7.533
2007,8,27,7.476
2007,8,28,7.448
2007,8,29,7.419
2007,8,30,7.334
2007,8,31,7.363
2007,9,1,7.844
2007,9,2,7.759
2007,9,3,7.419
2007,9,4,7.278
2007,9,5,7.363
2007,9,6,8.014
2007,9,7,7.787
2007,9,8,7.533
2007,9,9,7.476
2007,9,10,7.476
2007,9,11,7.448
2007,9,12,7.363
2007,9,13,7.249
2007,9,14,7.221
2007,9,15,7.334
2007,9,16,7.334
2007,9,17,7.363
2007,9,18,7.533
2007,9,19,8.325
2007,9,20,8.779
2007,9,21,8.042
2007,9,22,7.816
2007,9,23,10.449
2007,9,24,10.563
2007,9,25,8.892
2007,9,26,8.467
2007,9,27,8.269
2007,9,28,8.156
2007,9,29,8.722
2007,9,30,8.722
2007,10,1,8.665
2007,10,2,9.458
2007,10,3,8.977
2007,10,4,9.175
2007,10,5,8.977
2007,10,6,8.92
