USGS,13141500,CAMAS,CREEK,NR,BLAINE,ID
13141500,5/25/75,705,1975,5,25,19.96410513
13141500,5/26/75,641,1975,5,26,18.15176083
13141500,5/27/75,610,1975,5,27,17.27390657
13141500,5/28/75,630,1975,5,28,17.84026416
13141500,5/29/75,622,1975,5,29,17.61372112
13141500,5/30/75,563,1975,5,30,15.94296622
13141500,5/31/75,510,1975,5,31,14.4421186
13141500,6/1/75,458,1975,6,1,12.96958886
13141500,6/2/75,417,1975,6,2,11.8085558
13141500,6/3/75,395,1975,6,3,11.18556245
13141500,6/4/75,384,1975,6,4,10.87406577
13141500,6/5/75,373,1975,6,5,10.5625691
13141500,6/6/75,374,1975,6,6,10.59088698
13141500,6/7/75,365,1975,6,7,10.33602606
13141500,6/8/75,356,1975,6,8,10.08116514
13141500,6/9/75,360,1975,6,9,10.19443666
13141500,6/10/75,333,1975,6,10,9.429853912
13141500,6/11/75,312,1975,6,11,8.83517844
13141500,6/12/75,288,1975,6,12,8.155549329
13141500,6/13/75,281,1975,6,13,7.957324172
13141500,6/14/75,272,1975,6,14,7.702463255
13141500,6/15/75,278,1975,6,15,7.872370533
13141500,6/16/75,291,1975,6,16,8.240502968
13141500,6/17/75,281,1975,6,17,7.957324172
13141500,6/18/75,278,1975,6,18,7.872370533
13141500,6/19/75,255,1975,6,19,7.221059302
13141500,6/20/75,218,1975,6,20,6.173297756
13141500,6/21/75,210,1975,6,21,5.946754719
13141500,6/22/75,201,1975,6,22,5.691893803
13141500,6/23/75,196,1975,6,23,5.550304405
13141500,6/24/75,199,1975,6,24,5.635258044
13141500,6/25/75,208,1975,6,25,5.89011896
13141500,6/26/75,225,1975,6,26,6.371522914
13141500,6/27/75,205,1975,6,27,5.805165321
13141500,6/28/75,200,1975,6,28,5.663575923
13141500,6/29/75,185,1975,6,29,5.238807729
13141500,6/30/75,175,1975,6,30,4.955628933
13141500,7/1/75,168,1975,7,1,4.757403775
13141500,7/2/75,160,1975,7,2,4.530860739
13141500,7/3/75,153,1975,7,3,4.332635581
13141500,7/4/75,150,1975,7,4,4.247681942
13141500,7/5/75,145,1975,7,5,4.106092544
13141500,7/6/75,145,1975,7,6,4.106092544
13141500,7/7/75,142,1975,7,7,4.021138905
13141500,7/8/75,146,1975,7,8,4.134410424
13141500,7/9/75,142,1975,7,9,4.021138905
13141500,7/10/75,126,1975,7,10,3.568052832
13141500,7/11/75,119,1975,7,11,3.369827674
13141500,7/12/75,122,1975,7,12,3.454781313
13141500,7/13/75,117,1975,7,13,3.313191915
13141500,7/14/75,109,1975,7,14,3.086648878
13141500,7/15/75,102,1975,7,15,2.888423721
13141500,7/16/75,91,1975,7,16,2.576927045
13141500,7/17/75,83,1975,7,17,2.350384008
13141500,7/18/75,83,1975,7,18,2.350384008
13141500,7/19/75,80,1975,7,19,2.265430369
13141500,7/20/75,73,1975,7,20,2.067205212
13141500,7/21/75,67,1975,7,21,1.897297934
13141500,7/22/75,61,1975,7,22,1.727390657
13141500,7/23/75,54,1975,7,23,1.529165499
13141500,7/24/75,46,1975,7,24,1.302622462
13141500,7/25/75,40,1975,7,25,1.132715185
13141500,7/26/75,34,1975,7,26,0.962807907
13141500,7/27/75,32,1975,7,27,0.906172148
13141500,7/28/75,27,1975,7,28,0.76458275
13141500,7/29/75,24,1975,7,29,0.679629111
13141500,7/30/75,20,1975,7,30,0.566357592
13141500,7/31/75,15,1975,7,31,0.424768194
13141500,8/1/75,15,1975,8,1,0.424768194
13141500,8/2/75,16,1975,8,2,0.453086074
13141500,8/3/75,17,1975,8,3,0.481403953
13141500,8/4/75,13,1975,8,4,0.368132435
13141500,8/5/75,12,1975,8,5,0.339814555
13141500,8/6/75,9.9,1975,8,6,0.280347008
13141500,8/7/75,7.3,1975,8,7,0.206720521
13141500,8/8/75,5.5,1975,8,8,0.155748338
13141500,8/9/75,5.2,1975,8,9,0.147252974
13141500,8/10/75,5,1975,8,10,0.141589398
13141500,8/11/75,4.8,1975,8,11,0.135925822
13141500,8/12/75,4.6,1975,8,12,0.130262246
13141500,8/13/75,4.6,1975,8,13,0.130262246
13141500,8/14/75,5.5,1975,8,14,0.155748338
13141500,8/15/75,8.2,1975,8,15,0.232206613
13141500,8/16/75,8.2,1975,8,16,0.232206613
13141500,8/17/75,7.9,1975,8,17,0.223711249
13141500,8/18/75,8.2,1975,8,18,0.232206613
13141500,8/19/75,7.3,1975,8,19,0.206720521
13141500,8/20/75,7,1975,8,20,0.198225157
13141500,8/21/75,7.9,1975,8,21,0.223711249
13141500,8/22/75,7.6,1975,8,22,0.215215885
13141500,8/23/75,7.3,1975,8,23,0.206720521
13141500,8/24/75,12,1975,8,24,0.339814555
13141500,8/25/75,12,1975,8,25,0.339814555
13141500,8/26/75,11,1975,8,26,0.311496676
13141500,8/27/75,9,1975,8,27,0.254860917
13141500,8/28/75,7.3,1975,8,28,0.206720521
13141500,8/29/75,6.1,1975,8,29,0.172739066
13141500,8/30/75,6.1,1975,8,30,0.172739066
13141500,8/31/75,6.1,1975,8,31,0.172739066
13141500,9/1/75,6.4,1975,9,1,0.18123443
13141500,9/2/75,6.4,1975,9,2,0.18123443
13141500,9/3/75,6.4,1975,9,3,0.18123443
13141500,9/4/75,7.3,1975,9,4,0.206720521
13141500,9/5/75,7,1975,9,5,0.198225157
13141500,9/6/75,8.6,1975,9,6,0.243533765
13141500,9/7/75,9.5,1975,9,7,0.269019856
13141500,9/8/75,9,1975,9,8,0.254860917
13141500,9/9/75,7.9,1975,9,9,0.223711249
13141500,9/10/75,7.9,1975,9,10,0.223711249
13141500,9/11/75,7.9,1975,9,11,0.223711249
13141500,9/12/75,10,1975,9,12,0.283178796
13141500,9/13/75,11,1975,9,13,0.311496676
13141500,9/14/75,10,1975,9,14,0.283178796
13141500,9/15/75,10,1975,9,15,0.283178796
13141500,9/16/75,10,1975,9,16,0.283178796
13141500,9/17/75,11,1975,9,17,0.311496676
13141500,9/18/75,11,1975,9,18,0.311496676
13141500,9/19/75,12,1975,9,19,0.339814555
13141500,9/20/75,12,1975,9,20,0.339814555
13141500,9/21/75,12,1975,9,21,0.339814555
13141500,9/22/75,12,1975,9,22,0.339814555
13141500,9/23/75,11,1975,9,23,0.311496676
13141500,9/24/75,10,1975,9,24,0.283178796
13141500,9/25/75,10,1975,9,25,0.283178796
13141500,9/26/75,9.9,1975,9,26,0.280347008
13141500,9/27/75,9.9,1975,9,27,0.280347008
13141500,9/28/75,9.9,1975,9,28,0.280347008
13141500,9/29/75,9.9,1975,9,29,0.280347008
13141500,9/30/75,9.5,1975,9,30,0.269019856
13141500,10/1/75,9.5,1975,10,1,0.269019856
13141500,10/2/75,9.9,1975,10,2,0.280347008
13141500,10/3/75,7.9,1975,10,3,0.223711249
13141500,10/4/75,6.7,1975,10,4,0.189729793
13141500,10/5/75,6.1,1975,10,5,0.172739066
13141500,10/6/75,6.4,1975,10,6,0.18123443
13141500,10/7/75,6.7,1975,10,7,0.189729793
13141500,10/8/75,9,1975,10,8,0.254860917
13141500,10/9/75,8.6,1975,10,9,0.243533765
13141500,10/10/75,8.6,1975,10,10,0.243533765
13141500,10/11/75,10,1975,10,11,0.283178796
13141500,10/12/75,12,1975,10,12,0.339814555
13141500,10/13/75,15,1975,10,13,0.424768194
13141500,10/14/75,13,1975,10,14,0.368132435
13141500,10/15/75,12,1975,10,15,0.339814555
13141500,10/16/75,13,1975,10,16,0.368132435
13141500,10/17/75,12,1975,10,17,0.339814555
13141500,10/18/75,12,1975,10,18,0.339814555
13141500,10/19/75,12,1975,10,19,0.339814555
13141500,10/20/75,12,1975,10,20,0.339814555
13141500,10/21/75,12,1975,10,21,0.339814555
13141500,10/22/75,13,1975,10,22,0.368132435
13141500,10/23/75,13,1975,10,23,0.368132435
13141500,10/24/75,13,1975,10,24,0.368132435
13141500,10/25/75,13,1975,10,25,0.368132435
13141500,10/26/75,19,1975,10,26,0.538039713
13141500,10/27/75,19,1975,10,27,0.538039713
13141500,10/28/75,20,1975,10,28,0.566357592
13141500,10/29/75,24,1975,10,29,0.679629111
13141500,10/30/75,29,1975,10,30,0.821218509
13141500,10/31/75,29,1975,10,31,0.821218509
13141500,11/1/75,30,1975,11,1,0.849536388
13141500,11/2/75,29,1975,11,2,0.821218509
13141500,11/3/75,28,1975,11,3,0.792900629
13141500,11/4/75,27,1975,11,4,0.76458275
13141500,11/5/75,26,1975,11,5,0.73626487
13141500,11/6/75,26,1975,11,6,0.73626487
13141500,11/7/75,27,1975,11,7,0.76458275
13141500,11/8/75,26,1975,11,8,0.73626487
13141500,11/9/75,26,1975,11,9,0.73626487
13141500,11/10/75,27,1975,11,10,0.76458275
13141500,11/11/75,22,1975,11,11,0.622993352
13141500,11/12/75,24,1975,11,12,0.679629111
13141500,11/13/75,24,1975,11,13,0.679629111
13141500,11/14/75,25,1975,11,14,0.70794699
13141500,11/15/75,27,1975,11,15,0.76458275
13141500,11/16/75,30,1975,11,16,0.849536388
13141500,11/17/75,35,1975,11,17,0.991125787
13141500,11/18/75,29,1975,11,18,0.821218509
13141500,11/19/75,23,1975,11,19,0.651311231
13141500,11/20/75,25,1975,11,20,0.70794699
13141500,11/21/75,27,1975,11,21,0.76458275
13141500,11/22/75,26,1975,11,22,0.73626487
13141500,11/23/75,27,1975,11,23,0.76458275
13141500,11/24/75,27,1975,11,24,0.76458275
13141500,11/25/75,25,1975,11,25,0.70794699
13141500,11/26/75,26,1975,11,26,0.73626487
13141500,11/27/75,26,1975,11,27,0.73626487
13141500,11/28/75,25,1975,11,28,0.70794699
13141500,11/29/75,22,1975,11,29,0.622993352
13141500,11/30/75,22,1975,11,30,0.622993352
13141500,12/1/75,29,1975,12,1,0.821218509
13141500,12/2/75,32,1975,12,2,0.906172148
13141500,12/3/75,32,1975,12,3,0.906172148
13141500,12/4/75,32,1975,12,4,0.906172148
13141500,12/5/75,36,1975,12,5,1.019443666
13141500,12/6/75,41,1975,12,6,1.161033064
13141500,12/7/75,49,1975,12,7,1.387576101
13141500,12/8/75,65,1975,12,8,1.840662175
13141500,12/9/75,67,1975,12,9,1.897297934
13141500,12/10/75,70,1975,12,10,1.982251573
13141500,12/11/75,67,1975,12,11,1.897297934
13141500,12/12/75,61,1975,12,12,1.727390657
13141500,12/13/75,43,1975,12,13,1.217668823
13141500,12/14/75,33,1975,12,14,0.934490027
13141500,12/15/75,37,1975,12,15,1.047761546
13141500,12/16/75,36,1975,12,16,1.019443666
13141500,12/17/75,30,1975,12,17,0.849536388
13141500,12/18/75,27,1975,12,18,0.76458275
13141500,12/19/75,27,1975,12,19,0.76458275
13141500,12/20/75,27,1975,12,20,0.76458275
13141500,12/21/75,27,1975,12,21,0.76458275
13141500,12/22/75,27,1975,12,22,0.76458275
13141500,12/23/75,28,1975,12,23,0.792900629
13141500,12/24/75,29,1975,12,24,0.821218509
13141500,12/25/75,29,1975,12,25,0.821218509
13141500,12/26/75,30,1975,12,26,0.849536388
13141500,12/27/75,29,1975,12,27,0.821218509
13141500,12/28/75,27,1975,12,28,0.76458275
13141500,12/29/75,27,1975,12,29,0.76458275
13141500,12/30/75,26,1975,12,30,0.73626487
13141500,12/31/75,23,1975,12,31,0.651311231
13141500,1/1/76,18,1976,1,1,0.509721833
13141500,1/2/76,21,1976,1,2,0.594675472
13141500,1/3/76,23,1976,1,3,0.651311231
13141500,1/4/76,25,1976,1,4,0.70794699
13141500,1/5/76,29,1976,1,5,0.821218509
13141500,1/6/76,28,1976,1,6,0.792900629
13141500,1/7/76,27,1976,1,7,0.76458275
13141500,1/8/76,25,1976,1,8,0.70794699
13141500,1/9/76,26,1976,1,9,0.73626487
13141500,1/10/76,25,1976,1,10,0.70794699
13141500,1/11/76,24,1976,1,11,0.679629111
13141500,1/12/76,24,1976,1,12,0.679629111
13141500,1/13/76,24,1976,1,13,0.679629111
13141500,1/14/76,28,1976,1,14,0.792900629
13141500,1/15/76,30,1976,1,15,0.849536388
13141500,1/16/76,30,1976,1,16,0.849536388
13141500,1/17/76,30,1976,1,17,0.849536388
13141500,1/18/76,30,1976,1,18,0.849536388
13141500,1/19/76,28,1976,1,19,0.792900629
13141500,1/20/76,27,1976,1,20,0.76458275
13141500,1/21/76,26,1976,1,21,0.73626487
13141500,1/22/76,26,1976,1,22,0.73626487
13141500,1/23/76,27,1976,1,23,0.76458275
13141500,1/24/76,27,1976,1,24,0.76458275
13141500,1/25/76,28,1976,1,25,0.792900629
13141500,1/26/76,29,1976,1,26,0.821218509
13141500,1/27/76,30,1976,1,27,0.849536388
13141500,1/28/76,32,1976,1,28,0.906172148
13141500,1/29/76,33,1976,1,29,0.934490027
13141500,1/30/76,33,1976,1,30,0.934490027
13141500,1/31/76,32,1976,1,31,0.906172148
13141500,2/1/76,30,1976,2,1,0.849536388
13141500,2/2/76,29,1976,2,2,0.821218509
13141500,2/3/76,29,1976,2,3,0.821218509
13141500,2/4/76,29,1976,2,4,0.821218509
13141500,2/5/76,27,1976,2,5,0.76458275
13141500,2/6/76,26,1976,2,6,0.73626487
13141500,2/7/76,27,1976,2,7,0.76458275
13141500,2/8/76,28,1976,2,8,0.792900629
13141500,2/9/76,30,1976,2,9,0.849536388
13141500,2/10/76,32,1976,2,10,0.906172148
13141500,2/11/76,31,1976,2,11,0.877854268
13141500,2/12/76,36,1976,2,12,1.019443666
13141500,2/13/76,35,1976,2,13,0.991125787
13141500,2/14/76,36,1976,2,14,1.019443666
13141500,2/15/76,36,1976,2,15,1.019443666
13141500,2/16/76,34,1976,2,16,0.962807907
13141500,2/17/76,33,1976,2,17,0.934490027
13141500,2/18/76,30,1976,2,18,0.849536388
13141500,2/19/76,29,1976,2,19,0.821218509
13141500,2/20/76,27,1976,2,20,0.76458275
13141500,2/21/76,25,1976,2,21,0.70794699
13141500,2/22/76,27,1976,2,22,0.76458275
13141500,2/23/76,36,1976,2,23,1.019443666
13141500,2/24/76,37,1976,2,24,1.047761546
13141500,2/25/76,36,1976,2,25,1.019443666
13141500,2/26/76,36,1976,2,26,1.019443666
13141500,2/27/76,37,1976,2,27,1.047761546
13141500,2/28/76,38,1976,2,28,1.076079425
13141500,2/29/76,39,1976,2,29,1.104397305
13141500,3/1/76,38,1976,3,1,1.076079425
13141500,3/2/76,32,1976,3,2,0.906172148
13141500,3/3/76,32,1976,3,3,0.906172148
13141500,3/4/76,34,1976,3,4,0.962807907
13141500,3/5/76,34,1976,3,5,0.962807907
13141500,3/6/76,35,1976,3,6,0.991125787
13141500,3/7/76,37,1976,3,7,1.047761546
13141500,3/8/76,37,1976,3,8,1.047761546
13141500,3/9/76,39,1976,3,9,1.104397305
13141500,3/10/76,41,1976,3,10,1.161033064
13141500,3/11/76,44,1976,3,11,1.245986703
13141500,3/12/76,40,1976,3,12,1.132715185
13141500,3/13/76,41,1976,3,13,1.161033064
13141500,3/14/76,44,1976,3,14,1.245986703
13141500,3/15/76,44,1976,3,15,1.245986703
13141500,3/16/76,45,1976,3,16,1.274304583
13141500,3/17/76,46,1976,3,17,1.302622462
13141500,3/18/76,48,1976,3,18,1.359258222
13141500,3/19/76,50,1976,3,19,1.415893981
13141500,3/20/76,47,1976,3,20,1.330940342
13141500,3/21/76,50,1976,3,21,1.415893981
13141500,3/22/76,50,1976,3,22,1.415893981
13141500,3/23/76,53,1976,3,23,1.50084762
13141500,3/24/76,54,1976,3,24,1.529165499
13141500,3/25/76,53,1976,3,25,1.50084762
13141500,3/26/76,53,1976,3,26,1.50084762
13141500,3/27/76,56,1976,3,27,1.585801258
13141500,3/28/76,54,1976,3,28,1.529165499
13141500,3/29/76,57,1976,3,29,1.614119138
13141500,3/30/76,60,1976,3,30,1.699072777
13141500,3/31/76,67,1976,3,31,1.897297934
13141500,4/1/76,85,1976,4,1,2.407019767
13141500,4/2/76,149,1976,4,2,4.219364063
13141500,4/3/76,262,1976,4,3,7.419284459
13141500,4/4/76,399,1976,4,4,11.29883397
13141500,4/5/76,612,1976,4,5,17.33054232
13141500,4/6/76,829,1976,4,6,23.4755222
13141500,4/7/76,1040,1976,4,7,29.4505948
13141500,4/8/76,1660,1976,4,8,47.00768016
13141500,4/9/76,2690,1976,4,9,76.17509617
13141500,4/10/76,3300,1976,4,10,93.44900273
13141500,4/11/76,4810,1976,4,11,136.209001
13141500,4/12/76,4420,1976,4,12,125.1650279
13141500,4/13/76,3560,1976,4,13,100.8116514
13141500,4/14/76,2580,1976,4,14,73.06012941
13141500,4/15/76,2150,1976,4,15,60.88344117
13141500,4/16/76,1820,1976,4,16,51.5385409
13141500,4/17/76,1370,1976,4,17,38.79549507
13141500,4/18/76,1090,1976,4,18,30.86648878
13141500,4/19/76,873,1976,4,19,24.7215089
13141500,4/20/76,790,1976,4,20,22.3711249
13141500,4/21/76,725,1976,4,21,20.53046272
13141500,4/22/76,702,1976,4,22,19.87915149
13141500,4/23/76,695,1976,4,23,19.68092633
13141500,4/24/76,714,1976,4,24,20.21896605
13141500,4/25/76,653,1976,4,25,18.49157539
13141500,4/26/76,634,1976,4,26,17.95353568
13141500,4/27/76,593,1976,4,27,16.79250261
13141500,4/28/76,523,1976,4,28,14.81025104
13141500,4/29/76,479,1976,4,29,13.56426434
13141500,4/30/76,464,1976,4,30,13.13949614
13141500,5/1/76,442,1976,5,1,12.51650279
13141500,5/2/76,420,1976,5,2,11.89350944
13141500,5/3/76,409,1976,5,3,11.58201276
13141500,5/4/76,431,1976,5,4,12.20500611
13141500,5/5/76,431,1976,5,5,12.20500611
13141500,5/6/76,438,1976,5,6,12.40323127
13141500,5/7/76,427,1976,5,7,12.0917346
13141500,5/8/76,417,1976,5,8,11.8085558
13141500,5/9/76,420,1976,5,9,11.89350944
13141500,5/10/76,427,1976,5,10,12.0917346
13141500,5/11/76,453,1976,5,11,12.82799947
13141500,5/12/76,442,1976,5,12,12.51650279
13141500,5/13/76,417,1976,5,13,11.8085558
13141500,5/14/76,402,1976,5,14,11.38378761
13141500,5/15/76,395,1976,5,15,11.18556245
13141500,5/16/76,384,1976,5,16,10.87406577
13141500,5/17/76,363,1976,5,17,10.2793903
13141500,5/18/76,352,1976,5,18,9.967893625
13141500,5/19/76,337,1976,5,19,9.54312543
13141500,5/20/76,316,1976,5,20,8.948449959
13141500,5/21/76,299,1976,5,21,8.467046005
13141500,5/22/76,269,1976,5,22,7.617509617
13141500,5/23/76,256,1976,5,23,7.249377182
13141500,5/24/76,240,1976,5,24,6.796291108
13141500,5/25/76,216,1976,5,25,6.116661997
13141500,5/26/76,204,1976,5,26,5.776847442
13141500,5/27/76,190,1976,5,27,5.380397127
13141500,5/28/76,219,1976,5,28,6.201615636
13141500,5/29/76,216,1976,5,29,6.116661997
13141500,5/30/76,177,1976,5,30,5.012264692
13141500,5/31/76,159,1976,5,31,4.502542859
13141500,6/1/76,134,1976,6,1,3.794595869
13141500,6/2/76,121,1976,6,2,3.426463433
13141500,6/3/76,100,1976,6,3,2.831787962
13141500,6/4/76,82,1976,6,4,2.322066128
13141500,6/5/76,82,1976,6,5,2.322066128
13141500,6/6/76,73,1976,6,6,2.067205212
13141500,6/7/76,77,1976,6,7,2.18047673
13141500,6/8/76,74,1976,6,8,2.095523092
13141500,6/9/76,60,1976,6,9,1.699072777
13141500,6/10/76,54,1976,6,10,1.529165499
13141500,6/11/76,52,1976,6,11,1.47252974
13141500,6/12/76,60,1976,6,12,1.699072777
13141500,6/13/76,63,1976,6,13,1.784026416
13141500,6/14/76,65,1976,6,14,1.840662175
13141500,6/15/76,60,1976,6,15,1.699072777
13141500,6/16/76,70,1976,6,16,1.982251573
13141500,6/17/76,65,1976,6,17,1.840662175
13141500,6/18/76,71,1976,6,18,2.010569453
13141500,6/19/76,65,1976,6,19,1.840662175
13141500,6/20/76,62,1976,6,20,1.755708536
13141500,6/21/76,53,1976,6,21,1.50084762
13141500,6/22/76,39,1976,6,22,1.104397305
13141500,6/23/76,32,1976,6,23,0.906172148
13141500,6/24/76,30,1976,6,24,0.849536388
13141500,6/25/76,30,1976,6,25,0.849536388
13141500,6/26/76,31,1976,6,26,0.877854268
13141500,6/27/76,30,1976,6,27,0.849536388
13141500,6/28/76,29,1976,6,28,0.821218509
13141500,6/29/76,25,1976,6,29,0.70794699
13141500,6/30/76,20,1976,6,30,0.566357592
13141500,7/1/76,17,1976,7,1,0.481403953
13141500,7/2/76,16,1976,7,2,0.453086074
13141500,7/3/76,16,1976,7,3,0.453086074
13141500,7/4/76,15,1976,7,4,0.424768194
13141500,7/5/76,17,1976,7,5,0.481403953
13141500,7/6/76,17,1976,7,6,0.481403953
13141500,7/7/76,13,1976,7,7,0.368132435
13141500,7/8/76,7.6,1976,7,8,0.215215885
13141500,7/9/76,7.6,1976,7,9,0.215215885
13141500,7/10/76,6.1,1976,7,10,0.172739066
13141500,7/11/76,5,1976,7,11,0.141589398
13141500,7/12/76,5,1976,7,12,0.141589398
13141500,7/13/76,5,1976,7,13,0.141589398
13141500,7/14/76,6.1,1976,7,14,0.172739066
13141500,7/15/76,5.8,1976,7,15,0.164243702
13141500,7/16/76,5.5,1976,7,16,0.155748338
13141500,7/17/76,5.3,1976,7,17,0.150084762
13141500,7/18/76,5,1976,7,18,0.141589398
13141500,7/19/76,5,1976,7,19,0.141589398
13141500,7/20/76,6.7,1976,7,20,0.189729793
13141500,7/21/76,7,1976,7,21,0.198225157
13141500,7/22/76,7.3,1976,7,22,0.206720521
13141500,7/23/76,7,1976,7,23,0.198225157
13141500,7/24/76,6.1,1976,7,24,0.172739066
13141500,7/25/76,5.8,1976,7,25,0.164243702
13141500,7/26/76,5.8,1976,7,26,0.164243702
13141500,7/27/76,8,1976,7,27,0.226543037
13141500,7/28/76,9.1,1976,7,28,0.257692705
13141500,7/29/76,9.1,1976,7,29,0.257692705
13141500,7/30/76,8.3,1976,7,30,0.235038401
13141500,7/31/76,7.6,1976,7,31,0.215215885
13141500,8/1/76,9.1,1976,8,1,0.257692705
13141500,8/2/76,9.9,1976,8,2,0.280347008
13141500,8/3/76,11,1976,8,3,0.311496676
13141500,8/4/76,7.1,1976,8,4,0.201056945
13141500,8/5/76,6.1,1976,8,5,0.172739066
13141500,8/6/76,5.2,1976,8,6,0.147252974
13141500,8/7/76,5,1976,8,7,0.141589398
13141500,8/8/76,5,1976,8,8,0.141589398
13141500,8/9/76,4.8,1976,8,9,0.135925822
13141500,8/10/76,4.6,1976,8,10,0.130262246
13141500,8/11/76,4.6,1976,8,11,0.130262246
13141500,8/12/76,4.4,1976,8,12,0.12459867
13141500,8/13/76,4.4,1976,8,13,0.12459867
13141500,8/14/76,4.4,1976,8,14,0.12459867
13141500,8/15/76,4.8,1976,8,15,0.135925822
13141500,8/16/76,5.5,1976,8,16,0.155748338
13141500,8/17/76,8.2,1976,8,17,0.232206613
13141500,8/18/76,7.9,1976,8,18,0.223711249
13141500,8/19/76,7,1976,8,19,0.198225157
13141500,8/20/76,6.1,1976,8,20,0.172739066
13141500,8/21/76,5.8,1976,8,21,0.164243702
13141500,8/22/76,5.5,1976,8,22,0.155748338
13141500,8/23/76,6.7,1976,8,23,0.189729793
13141500,8/24/76,9.5,1976,8,24,0.269019856
13141500,8/25/76,11,1976,8,25,0.311496676
13141500,8/26/76,9.9,1976,8,26,0.280347008
13141500,8/27/76,8.6,1976,8,27,0.243533765
13141500,8/28/76,8.2,1976,8,28,0.232206613
13141500,8/29/76,8.2,1976,8,29,0.232206613
13141500,8/30/76,8.2,1976,8,30,0.232206613
13141500,8/31/76,8.2,1976,8,31,0.232206613
13141500,9/1/76,7.3,1976,9,1,0.206720521
13141500,9/2/76,7,1976,9,2,0.198225157
13141500,9/3/76,7.3,1976,9,3,0.206720521
13141500,9/4/76,7.3,1976,9,4,0.206720521
13141500,9/5/76,6.1,1976,9,5,0.172739066
13141500,9/6/76,4.6,1976,9,6,0.130262246
13141500,9/7/76,4.6,1976,9,7,0.130262246
13141500,9/8/76,4.8,1976,9,8,0.135925822
13141500,9/9/76,5,1976,9,9,0.141589398
13141500,9/10/76,5.8,1976,9,10,0.164243702
13141500,9/11/76,10,1976,9,11,0.283178796
13141500,9/12/76,15,1976,9,12,0.424768194
13141500,9/13/76,12,1976,9,13,0.339814555
13141500,9/14/76,9.9,1976,9,14,0.280347008
13141500,9/15/76,9.9,1976,9,15,0.280347008
13141500,9/16/76,8.6,1976,9,16,0.243533765
13141500,9/17/76,9,1976,9,17,0.254860917
13141500,9/18/76,10,1976,9,18,0.283178796
13141500,9/19/76,11,1976,9,19,0.311496676
13141500,9/20/76,11,1976,9,20,0.311496676
13141500,9/21/76,9.9,1976,9,21,0.280347008
13141500,9/22/76,10,1976,9,22,0.283178796
13141500,9/23/76,11,1976,9,23,0.311496676
13141500,9/24/76,11,1976,9,24,0.311496676
13141500,9/25/76,10,1976,9,25,0.283178796
13141500,9/26/76,12,1976,9,26,0.339814555
13141500,9/27/76,13,1976,9,27,0.368132435
13141500,9/28/76,12,1976,9,28,0.339814555
13141500,9/29/76,12,1976,9,29,0.339814555
13141500,9/30/76,12,1976,9,30,0.339814555
13141500,10/1/76,13,1976,10,1,0.368132435
13141500,10/2/76,13,1976,10,2,0.368132435
13141500,10/3/76,13,1976,10,3,0.368132435
13141500,10/4/76,13,1976,10,4,0.368132435
13141500,10/5/76,13,1976,10,5,0.368132435
13141500,10/6/76,13,1976,10,6,0.368132435
13141500,10/7/76,13,1976,10,7,0.368132435
13141500,10/8/76,13,1976,10,8,0.368132435
13141500,10/9/76,13,1976,10,9,0.368132435
13141500,10/10/76,12,1976,10,10,0.339814555
13141500,10/11/76,12,1976,10,11,0.339814555
13141500,10/12/76,12,1976,10,12,0.339814555
13141500,10/13/76,12,1976,10,13,0.339814555
13141500,10/14/76,13,1976,10,14,0.368132435
13141500,10/15/76,12,1976,10,15,0.339814555
13141500,10/16/76,12,1976,10,16,0.339814555
13141500,10/17/76,12,1976,10,17,0.339814555
13141500,10/18/76,11,1976,10,18,0.311496676
13141500,10/19/76,11,1976,10,19,0.311496676
13141500,10/20/76,12,1976,10,20,0.339814555
13141500,10/21/76,13,1976,10,21,0.368132435
13141500,10/22/76,13,1976,10,22,0.368132435
13141500,10/23/76,12,1976,10,23,0.339814555
13141500,10/24/76,12,1976,10,24,0.339814555
13141500,10/25/76,13,1976,10,25,0.368132435
13141500,10/26/76,13,1976,10,26,0.368132435
13141500,10/27/76,12,1976,10,27,0.339814555
13141500,10/28/76,12,1976,10,28,0.339814555
13141500,10/29/76,13,1976,10,29,0.368132435
13141500,10/30/76,13,1976,10,30,0.368132435
13141500,10/31/76,13,1976,10,31,0.368132435
13141500,11/1/76,13,1976,11,1,0.368132435
13141500,11/2/76,13,1976,11,2,0.368132435
13141500,11/3/76,13,1976,11,3,0.368132435
13141500,11/4/76,13,1976,11,4,0.368132435
13141500,11/5/76,13,1976,11,5,0.368132435
13141500,11/6/76,13,1976,11,6,0.368132435
13141500,11/7/76,13,1976,11,7,0.368132435
13141500,11/8/76,13,1976,11,8,0.368132435
13141500,11/9/76,13,1976,11,9,0.368132435
13141500,11/10/76,13,1976,11,10,0.368132435
13141500,11/11/76,14,1976,11,11,0.396450315
13141500,11/12/76,15,1976,11,12,0.424768194
13141500,11/13/76,15,1976,11,13,0.424768194
13141500,11/14/76,15,1976,11,14,0.424768194
13141500,11/15/76,16,1976,11,15,0.453086074
13141500,11/16/76,16,1976,11,16,0.453086074
13141500,11/17/76,16,1976,11,17,0.453086074
13141500,11/18/76,17,1976,11,18,0.481403953
13141500,11/19/76,20,1976,11,19,0.566357592
13141500,11/20/76,18,1976,11,20,0.509721833
13141500,11/21/76,18,1976,11,21,0.509721833
13141500,11/22/76,18,1976,11,22,0.509721833
13141500,11/23/76,19,1976,11,23,0.538039713
13141500,11/24/76,18,1976,11,24,0.509721833
